# 20240725_151255
alpha,Dfield0Re,Dfield0Im
0.344349,-0.239141,0
0.345921,-0.239284,0
0.347493,-0.239402,0
0.349066,-0.239528,0
0.350638,-0.239659,0
0.352211,-0.239793,0
0.353783,-0.239923,0
0.355355,-0.240047,0
0.356928,-0.240161,0
0.3585,-0.240262,0
0.360072,-0.240349,0
0.361645,-0.240445,0
0.363217,-0.24055,0
0.36479,-0.240667,0
0.366362,-0.240796,0
0.367934,-0.240937,0
0.369507,-0.24109,0
0.371079,-0.241256,0
0.372651,-0.241436,0
0.374224,-0.241629,0
0.375796,-0.241836,0
0.377368,-0.242042,0
0.378941,-0.242226,0
0.380513,-0.24239,0
0.382086,-0.242535,0
0.383658,-0.242662,0
0.38523,-0.24277,0
0.386803,-0.242858,0
0.388375,-0.242927,0
0.389947,-0.242973,0
0.39152,-0.242995,0
0.393092,-0.242996,0
0.394665,-0.243063,0
0.396237,-0.243192,0
0.397809,-0.243341,0
0.399382,-0.243469,0
0.400954,-0.243536,0
0.402526,-0.243532,0
0.404099,-0.243585,0
0.405671,-0.243688,0
0.407243,-0.243809,0
0.408816,-0.243917,0
0.410388,-0.243998,0
0.411961,-0.243983,0
0.413533,-0.244008,0
0.415105,-0.244066,0
0.416678,-0.244103,0
0.41825,-0.244068,0
0.419822,-0.244004,0
0.421395,-0.243998,0
0.422967,-0.244025,0
0.42454,-0.24406,0
0.426112,-0.244078,0
0.427684,-0.244068,0
0.429257,-0.24405,0
0.430829,-0.244024,0
0.432401,-0.243989,0
0.433974,-0.243942,0
0.435546,-0.243881,0
0.437118,-0.243805,0
0.438691,-0.243711,0
0.440263,-0.243595,0
0.441836,-0.243454,0
0.443408,-0.243285,0
0.44498,-0.243139,0
0.446553,-0.24305,0
0.448125,-0.242969,0
0.449697,-0.242846,0
0.45127,-0.242652,0
0.452842,-0.242471,0
0.454415,-0.242314,0
0.455987,-0.242171,0
0.457559,-0.242031,0
0.459132,-0.241884,0
0.460704,-0.241715,0
0.462276,-0.241537,0
0.463849,-0.241331,0
0.465421,-0.241118,0
0.466994,-0.240948,0
0.468566,-0.24075,0
0.470138,-0.240495,0
0.471711,-0.240251,0
0.473283,-0.240018,0
0.474855,-0.239786,0
0.476428,-0.239546,0
0.478,-0.239286,0
0.479572,-0.239016,0
0.481145,-0.238771,0
0.482717,-0.238542,0
0.48429,-0.238322,0
0.485862,-0.238102,0
0.487434,-0.237874,0
0.489007,-0.237631,0
0.490579,-0.237365,0
0.492151,-0.237068,0
0.493724,-0.236722,0
0.495296,-0.236356,0
0.496869,-0.236018,0
0.498441,-0.23571,0
0.500013,-0.235403,0
0.501586,-0.235088,0
0.503158,-0.234769,0
0.50473,-0.234436,0
0.506303,-0.234087,0
0.507875,-0.23372,0
0.509447,-0.233331,0
0.51102,-0.232928,0
0.512592,-0.232517,0
0.514165,-0.232103,0
0.515737,-0.231687,0
0.517309,-0.231263,0
0.518882,-0.230831,0
0.520454,-0.23039,0
0.522026,-0.229939,0
0.523599,-0.229478,0
0.525171,-0.229002,0
0.526744,-0.228474,0
0.528316,-0.227907,0
0.529888,-0.22732,0
0.531461,-0.226734,0
0.533033,-0.226163,0
0.534605,-0.225602,0
0.536178,-0.22504,0
0.53775,-0.224471,0
0.539322,-0.223896,0
0.540895,-0.223308,0
0.542467,-0.222701,0
0.54404,-0.222076,0
0.545612,-0.221437,0
0.547184,-0.220786,0
0.548757,-0.220126,0
0.550329,-0.219458,0
0.551901,-0.218785,0
0.553474,-0.218102,0
0.555046,-0.217413,0
0.556619,-0.216729,0
0.558191,-0.216048,0
0.559763,-0.215355,0
0.561336,-0.214648,0
0.562908,-0.213938,0
0.56448,-0.213231,0
0.566053,-0.212517,0
0.567625,-0.211783,0
0.569197,-0.21103,0
0.57077,-0.210266,0
0.572342,-0.209494,0
0.573915,-0.208719,0
0.575487,-0.207939,0
0.577059,-0.207151,0
0.578632,-0.206356,0
0.580204,-0.205551,0
0.581776,-0.204736,0
0.583349,-0.203903,0
0.584921,-0.203038,0
0.586494,-0.202142,0
0.588066,-0.201223,0
0.589638,-0.20029,0
0.591211,-0.199352,0
0.592783,-0.198412,0
0.594355,-0.197469,0
0.595928,-0.196521,0
0.5975,-0.19557,0
0.599072,-0.194621,0
0.600645,-0.193643,0
0.602217,-0.192653,0
0.60379,-0.191686,0
0.605362,-0.190694,0
0.606934,-0.189646,0
0.608507,-0.188564,0
0.610079,-0.187457,0
0.611651,-0.186334,0
0.613224,-0.185201,0
0.614796,-0.184066,0
0.616369,-0.18297,0
0.617941,-0.181894,0
0.619513,-0.180818,0
0.621086,-0.179724,0
0.622658,-0.178609,0
0.62423,-0.177487,0
0.625803,-0.176359,0
0.627375,-0.175231,0
0.628947,-0.174106,0
0.63052,-0.172939,0
0.632092,-0.171736,0
0.633665,-0.17051,0
0.635237,-0.169271,0
0.636809,-0.168024,0
0.638382,-0.166759,0
0.639954,-0.165484,0
0.641526,-0.164207,0
0.643099,-0.162937,0
0.644671,-0.161689,0
0.646244,-0.160426,0
0.647816,-0.159151,0
0.649388,-0.157859,0
0.650961,-0.156569,0
0.652533,-0.155298,0
0.654105,-0.15396,0
0.655678,-0.152572,0
0.65725,-0.151158,0
0.658822,-0.149732,0
0.660395,-0.14831,0
0.661967,-0.146889,0
0.66354,-0.145515,0
0.665112,-0.144163,0
0.666684,-0.142788,0
0.668257,-0.141394,0
0.669829,-0.139994,0
0.671401,-0.138592,0
0.672974,-0.1372,0
0.674546,-0.135754,0
0.676119,-0.13423,0
0.677691,-0.132705,0
0.679263,-0.131262,0
0.680836,-0.129938,0
0.682408,-0.128582,0
0.68398,-0.127197,0
0.685553,-0.125471,0
0.687125,-0.123738,0
0.688697,-0.122208,0
0.69027,-0.120735,0
0.691842,-0.119321,0
0.693415,-0.11777,0
0.694987,-0.116154,0
0.696559,-0.114548,0
0.698132,-0.112997,0
0.699704,-0.111455,0
0.701276,-0.109896,0
0.702849,-0.108327,0
0.704421,-0.106751,0
0.705994,-0.105189,0
0.707566,-0.103595,0
0.709138,-0.101965,0
0.710711,-0.100316,0
0.712283,-0.0986579,0
0.713855,-0.0969988,0
0.715428,-0.0953489,0
0.717,-0.0937151,0
0.718572,-0.0921,0
0.720145,-0.0904866,0
0.721717,-0.0888587,0
0.72329,-0.0872287,0
0.724862,-0.0855899,0
0.726434,-0.0839441,0
0.728007,-0.0822939,0
0.729579,-0.0806383,0
0.731151,-0.0789787,0
0.732724,-0.0773159,0
0.734296,-0.0756471,0
0.735869,-0.0739742,0
0.737441,-0.0722991,0
0.739013,-0.0706189,0
0.740586,-0.0689375,0
0.742158,-0.0672639,0
0.74373,-0.0655572,0
0.745303,-0.0638342,0
0.746875,-0.0621018,0
0.748447,-0.0603687,0
0.75002,-0.0586424,0
0.751592,-0.0569264,0
0.753165,-0.0552229,0
0.754737,-0.0535332,0
0.756309,-0.05185,0
0.757882,-0.0501621,0
0.759454,-0.048473,0
0.761026,-0.0467808,0
0.762599,-0.0450875,0
0.764171,-0.0433917,0
0.765744,-0.0416961,0
0.767316,-0.039999,0
0.768888,-0.0383014,0
0.770461,-0.0366047,0
0.772033,-0.0349072,0
0.773605,-0.0332106,0
0.775178,-0.0315161,0
0.77675,-0.0298217,0
0.778323,-0.0281301,0
0.779895,-0.0264398,0
0.781467,-0.0247522,0
0.78304,-0.0230683,0
0.784612,-0.0213863,0
0.786184,-0.0197082,0
0.787757,-0.0180347,0
0.789329,-0.0163662,0
0.790901,-0.0146967,0
0.792474,-0.013031,0
0.794046,-0.0113699,0
0.795619,-0.00971732,0
0.797191,-0.00807199,0
0.798763,-0.00643054,0
0.800336,-0.00479405,0
0.801908,-0.00316108,0
0.80348,-0.00153269,0
0.805053,9.16267e-05,0
0.806625,0.00171329,0
0.808198,0.0033299,0
0.80977,0.00494297,0
0.811342,0.00655115,0
0.812915,0.00815303,0
0.814487,0.00975027,0
0.816059,0.0113413,0
0.817632,0.0129247,0
0.819204,0.0145023,0
0.820776,0.0160725,0
0.822349,0.0176339,0
0.823921,0.0191882,0
0.825494,0.020733,0
0.827066,0.0222698,0
0.828638,0.0237974,0
0.830211,0.0253142,0
0.831783,0.0268218,0
0.833355,0.0283192,0
0.834928,0.0298046,0
0.8365,0.0312797,0
0.838073,0.0327424,0
0.839645,0.0341941,0
0.841217,0.0356332,0
0.84279,0.0370588,0
0.844362,0.0384727,0
0.845934,0.0398786,0
0.847507,0.0412777,0
0.849079,0.0426713,0
0.850651,0.0440581,0
0.852224,0.0454366,0
0.853796,0.0468085,0
0.855369,0.0481715,0
0.856941,0.0495266,0
0.858513,0.0508729,0
0.860086,0.0522091,0
0.861658,0.0535364,0
0.86323,0.0548535,0
0.864803,0.0561592,0
0.866375,0.057455,0
0.867948,0.0587381,0
0.86952,0.0600106,0
0.871092,0.0612713,0
0.872665,0.0625191,0
0.874237,0.0637548,0
0.875809,0.064977,0
0.877382,0.066185,0
0.878954,0.0673801,0
0.880526,0.0685609,0
0.882099,0.0697263,0
0.883671,0.0708779,0
0.885244,0.0720135,0
0.886816,0.0731341,0
0.888388,0.0742391,0
0.889961,0.0753275,0
0.891533,0.0764001,0
0.893105,0.0774562,0
0.894678,0.0784946,0
0.89625,0.0795165,0
0.897823,0.0805201,0
0.899395,0.0815065,0
0.900967,0.0824756,0
0.90254,0.0834258,0
0.904112,0.0843579,0
0.905684,0.0852712,0
0.907257,0.0861652,0
0.908829,0.0870408,0
0.910401,0.0878983,0
0.911974,0.0887438,0
0.913546,0.0895794,0
0.915119,0.0904038,0
0.916691,0.0912159,0
0.918263,0.0920192,0
0.919836,0.0928131,0
0.921408,0.0935968,0
0.92298,0.0943672,0
0.924553,0.0951264,0
0.926125,0.0958749,0
0.927698,0.0966114,0
0.92927,0.0973372,0
0.930842,0.0980515,0
0.932415,0.0987533,0
0.933987,0.0994444,0
0.935559,0.100124,0
0.937132,0.100791,0
0.938704,0.101447,0
0.940276,0.102091,0
0.941849,0.102722,0
0.943421,0.103342,0
0.944994,0.103951,0
0.946566,0.104547,0
0.948138,0.105132,0
0.949711,0.105704,0
0.951283,0.106265,0
0.952855,0.106813,0
0.954428,0.10735,0
0.956,0.107875,0
0.957573,0.108388,0
0.959145,0.108888,0
0.960717,0.109377,0
0.96229,0.109854,0
0.963862,0.11032,0
0.965434,0.110774,0
0.967007,0.111215,0
0.968579,0.111646,0
0.970151,0.112065,0
0.971724,0.112471,0
0.973296,0.112866,0
0.974869,0.11325,0
0.976441,0.113622,0
0.978013,0.113983,0
0.979586,0.114333,0
0.981158,0.114671,0
0.98273,0.114998,0
0.984303,0.115315,0
0.985875,0.11562,0
0.987448,0.115914,0
0.98902,0.116197,0
0.990592,0.116469,0
0.992165,0.11673,0
0.993737,0.116981,0
0.995309,0.117221,0
0.996882,0.117451,0
0.998454,0.11767,0
1.00003,0.11788,0
1.0016,0.118079,0
1.00317,0.118267,0
1.00474,0.118445,0
1.00632,0.118612,0
1.00789,0.11877,0
1.00946,0.118918,0
1.01103,0.119057,0
1.01261,0.119186,0
1.01418,0.119304,0
1.01575,0.119415,0
1.01732,0.119522,0
1.01889,0.119621,0
1.02047,0.119709,0
1.02204,0.119791,0
1.02361,0.119881,0
1.02518,0.119971,0
1.02676,0.12003,0
1.02833,0.120133,0
1.0299,0.120107,0
1.03147,0.119834,0
1.03305,0.119002,0
1.03462,0.118117,0
1.03619,0.117732,0
1.03776,0.117943,0
1.03934,0.117921,0
1.04091,0.11791,0
1.04248,0.117868,0
1.04405,0.117848,0
1.04563,0.117822,0
1.0472,0.117795,0
1.04877,0.117765,0
1.05034,0.11773,0
1.05191,0.117693,0
1.05349,0.117653,0
1.05506,0.11761,0
1.05663,0.117565,0
1.0582,0.117517,0
1.05978,0.117466,0
1.06135,0.117413,0
1.06292,0.117357,0
1.06449,0.117299,0
1.06607,0.117238,0
1.06764,0.117174,0
1.06921,0.117108,0
1.07078,0.11704,0
1.07236,0.116969,0
1.07393,0.116896,0
1.0755,0.116822,0
1.07707,0.116744,0
1.07864,0.116664,0
1.08022,0.116583,0
1.08179,0.1165,0
1.08336,0.116413,0
1.08493,0.116327,0
1.08651,0.116237,0
1.08808,0.11614,0
1.08965,0.116031,0
1.09122,0.11594,0
1.0928,0.115877,0
1.09437,0.115843,0
1.09594,0.115828,0
1.09751,0.115521,0
1.09909,0.114925,0
1.10066,0.114105,0
1.10223,0.112056,0
1.1038,0.111163,0
1.10538,0.110907,0
1.10695,0.110797,0
1.10852,0.110498,0
1.11009,0.11038,0
1.11166,0.110318,0
1.11324,0.110244,0
1.11481,0.110088,0
1.11638,0.109865,0
1.11795,0.109636,0
1.11953,0.109407,0
1.1211,0.109208,0
1.12267,0.109061,0
1.12424,0.108889,0
1.12582,0.108707,0
1.12739,0.10853,0
1.12896,0.10835,0
1.13053,0.108166,0
1.13211,0.107983,0
1.13368,0.107799,0
1.13525,0.107614,0
1.13682,0.107427,0
1.13839,0.107238,0
1.13997,0.107053,0
1.14154,0.106866,0
1.14311,0.106679,0
1.14468,0.106494,0
1.14626,0.106311,0
1.14783,0.106117,0
1.1494,0.105944,0
1.15097,0.105803,0
1.15255,0.105631,0
1.15412,0.105391,0
1.15569,0.105128,0
1.15726,0.104863,0
1.15884,0.104635,0
1.16041,0.104614,0
1.16198,0.104642,0
1.16355,0.104389,0
1.16513,0.103502,0
1.1667,0.101576,0
1.16827,0.099777,0
1.16984,0.0982338,0
1.17141,0.0977295,0
1.17299,0.0979114,0
1.17456,0.0981017,0
1.17613,0.0979524,0
1.1777,0.0976681,0
1.17928,0.097522,0
1.18085,0.0973042,0
1.18242,0.0970789,0
1.18399,0.0968927,0
1.18557,0.0967252,0
1.18714,0.0965548,0
1.18871,0.0963664,0
1.19028,0.0961665,0
1.19186,0.0959635,0
1.19343,0.0957605,0
1.195,0.095565,0
1.19657,0.0953771,0
1.19814,0.0951848,0
1.19972,0.094994,0
1.20129,0.0948023,0
1.20286,0.0946104,0
1.20443,0.0944183,0
1.20601,0.0942274,0
1.20758,0.0940342,0
1.20915,0.093837,0
1.21072,0.0936443,0
1.2123,0.093458,0
1.21387,0.093265,0
1.21544,0.0930562,0
1.21701,0.0928352,0
1.21859,0.0926152,0
1.22016,0.0924049,0
1.22173,0.0922277,0
1.2233,0.0920666,0
1.22488,0.0918058,0
1.22645,0.0915448,0
1.22802,0.0915342,0
1.22959,0.0913337,0
1.23116,0.0907107,0
1.23274,0.0899776,0
1.23431,0.0891127,0
1.23588,0.0873433,0
1.23745,0.0860855,0
1.23903,0.0857085,0
1.2406,0.0852394,0
1.24217,0.0850685,0
1.24374,0.0850408,0
1.24532,0.0848762,0
1.24689,0.0846567,0
1.24846,0.0844719,0
1.25003,0.0843184,0
1.25161,0.0841423,0
1.25318,0.0839519,0
1.25475,0.0837595,0
1.25632,0.0835745,0
1.25789,0.0833952,0
1.25947,0.0832185,0
1.26104,0.0830384,0
1.26261,0.0828529,0
1.26418,0.0826649,0
1.26576,0.082479,0
1.26733,0.0822897,0
1.2689,0.0820983,0
1.27047,0.0819053,0
1.27205,0.0817123,0
1.27362,0.0815167,0
1.27519,0.0813198,0
1.27676,0.0811213,0
1.27834,0.0809224,0
1.27991,0.0807208,0
1.28148,0.0805177,0
1.28305,0.0803131,0
1.28463,0.0801086,0
1.2862,0.0799018,0
1.28777,0.0796938,0
1.28934,0.0794837,0
1.29091,0.079272,0
1.29249,0.0790607,0
1.29406,0.0788483,0
1.29563,0.0786354,0
1.2972,0.0784211,0
1.29878,0.0782058,0
1.30035,0.0779854,0
1.30192,0.0777612,0
1.30349,0.0775349,0
1.30507,0.0773098,0
1.30664,0.0770847,0
1.30821,0.0768637,0
1.30978,0.0766379,0
1.31136,0.0764047,0
1.31293,0.076191,0
1.3145,0.0759698,0
1.31607,0.075724,0
1.31764,0.075152,0
1.31922,0.0745417,0
1.32079,0.0739203,0
1.32236,0.0733052,0
1.32393,0.0727447,0
1.32551,0.0723625,0
1.32708,0.0721012,0
1.32865,0.0718926,0
1.33022,0.0716682,0
1.3318,0.0714799,0
1.33337,0.0713493,0
1.33494,0.0712414,0
1.33651,0.0711195,0
1.33809,0.0709581,0
1.33966,0.0707833,0
1.34123,0.0706136,0
1.3428,0.0704423,0
1.34438,0.0702708,0
1.34595,0.0700978,0
1.34752,0.0699234,0
1.34909,0.0697481,0
1.35066,0.069572,0
1.35224,0.0693961,0
1.35381,0.0692187,0
1.35538,0.0690406,0
1.35695,0.068862,0
1.35853,0.0686836,0
1.3601,0.0685034,0
1.36167,0.0683228,0
1.36324,0.0681417,0
1.36482,0.0679612,0
1.36639,0.0677792,0
1.36796,0.0675969,0
1.36953,0.0674145,0
1.37111,0.0672331,0
1.37268,0.0670506,0
1.37425,0.0668684,0
1.37582,0.0666859,0
1.37739,0.0665036,0
1.37897,0.066323,0
1.38054,0.0661413,0
1.38211,0.0659598,0
1.38368,0.0657791,0
1.38526,0.0656008,0
1.38683,0.0654225,0
1.3884,0.0652451,0
1.38997,0.0650686,0
1.39155,0.0648937,0
1.39312,0.0647194,0
1.39469,0.0645464,0
1.39626,0.0643752,0
1.39784,0.064207,0
1.39941,0.0640396,0
1.40098,0.0638733,0
1.40255,0.0637111,0
1.40413,0.0635536,0
1.4057,0.0633965,0
1.40727,0.0632415,0
1.40884,0.0630887,0
1.41041,0.0629387,0
1.41199,0.0627927,0
1.41356,0.0626496,0
1.41513,0.0625108,0
1.4167,0.0623766,0
1.41828,0.0622481,0
1.41985,0.062124,0
1.42142,0.0620046,0
1.42299,0.0618891,0
1.42457,0.0617796,0
1.42614,0.0616759,0
1.42771,0.0615779,0
1.42928,0.0614862,0
1.43086,0.0614014,0
1.43243,0.0613213,0
1.434,0.0612513,0
1.43557,0.0611893,0
1.43714,0.061132,0
1.43872,0.0610811,0
1.44029,0.0610375,0
1.44186,0.0610031,0
1.44343,0.0609785,0
1.44501,0.0609631,0
1.44658,0.0609562,0
1.44815,0.0609573,0
1.44972,0.060966,0
1.4513,0.0609827,0
1.45287,0.0610113,0
1.45444,0.0610514,0
1.45601,0.0611017,0
1.45759,0.0611625,0
1.45916,0.0612341,0
1.46073,0.0613143,0
1.4623,0.0614068,0
1.46388,0.06151,0
1.46545,0.0616253,0
1.46702,0.0617526,0
1.46859,0.0618915,0
1.47016,0.0620409,0
1.47174,0.0622078,0
1.47331,0.0623865,0
1.47488,0.0625747,0
1.47645,0.0627742,0
1.47803,0.0629853,0
1.4796,0.0632125,0
1.48117,0.0634545,0
1.48274,0.0637105,0
1.48432,0.0639781,0
1.48589,0.0642618,0
1.48746,0.0645615,0
1.48903,0.0648754,0
1.49061,0.0652017,0
1.49218,0.0655468,0
1.49375,0.0659069,0
1.49532,0.0662852,0
1.49689,0.0666789,0
1.49847,0.0670877,0
1.50004,0.0675202,0
1.50161,0.0679673,0
1.50318,0.0684223,0
1.50476,0.0689035,0
1.50633,0.0694351,0
1.5079,0.0700006,0
1.50947,0.0705763,0
1.51105,0.0711332,0
1.51262,0.0716795,0
1.51419,0.0722589,0
1.51576,0.0729335,0
1.51734,0.0736965,0
1.51891,0.0742735,0
1.52048,0.0752906,0
1.52205,0.0762269,0
1.52363,0.0764684,0
1.5252,0.0765147,0
1.52677,0.0765871,0
1.52834,0.0772597,0
1.52991,0.0789604,0
1.53149,0.0804405,0
1.53306,0.0812016,0
1.53463,0.0817864,0
1.5362,0.0826026,0
1.53778,0.083861,0
1.53935,0.0853973,0
1.54092,0.0869787,0
1.54249,0.0884635,0
1.54407,0.0900584,0
1.54564,0.0918266,0
1.54721,0.0937104,0
1.54878,0.0957197,0
1.55036,0.0978817,0
1.55193,0.100222,0
1.5535,0.102753,0
1.55507,0.105485,0
1.55665,0.108387,0
1.55822,0.111504,0
1.55979,0.114902,0
1.56136,0.118546,0
1.56293,0.122467,0
1.56451,0.126655,0
1.56608,0.131198,0
1.56765,0.136143,0
1.56922,0.141528,0
1.5708,0.146809,0
